run_id,system,scenario,rep,t_baseline_start_unix,t_inject_unix,t_heal_unix,t_run_end_unix,role_log,writer_log,notes
cnpg_p2-full_rep001_20260809_031412,cnpg,p2-full,1,1786241663,1786241673,1786241734,1786241757,cnpg_p2-full_rep001_20260809_031412.role.csv,cnpg_p2-full_rep001_20260809_031412.writer.csv,
cnpg_p2-full_rep002_20260809_031557,cnpg,p2-full,2,1786241767,1786241777,1786241838,1786241861,cnpg_p2-full_rep002_20260809_031557.role.csv,cnpg_p2-full_rep002_20260809_031557.writer.csv,
cnpg_p2-full_rep003_20260809_031741,cnpg,p2-full,3,1786241871,1786241881,1786241943,1786241965,cnpg_p2-full_rep003_20260809_031741.role.csv,cnpg_p2-full_rep003_20260809_031741.writer.csv,
cnpg_p2-full_rep004_20260809_031925,cnpg,p2-full,4,1786241976,1786241986,1786242048,1786242070,cnpg_p2-full_rep004_20260809_031925.role.csv,cnpg_p2-full_rep004_20260809_031925.writer.csv,
cnpg_p2-full_rep005_20260809_032110,cnpg,p2-full,5,1786242114,1786242124,1786242186,1786242208,cnpg_p2-full_rep005_20260809_032110.role.csv,cnpg_p2-full_rep005_20260809_032110.writer.csv,
cnpg_p2-full_rep006_20260809_032328,cnpg,p2-full,6,1786242219,1786242229,1786242290,1786242313,cnpg_p2-full_rep006_20260809_032328.role.csv,cnpg_p2-full_rep006_20260809_032328.writer.csv,
cnpg_p2-full_rep007_20260809_032513,cnpg,p2-full,7,1786242323,1786242333,1786242395,1786242418,cnpg_p2-full_rep007_20260809_032513.role.csv,cnpg_p2-full_rep007_20260809_032513.writer.csv,
cnpg_p2-full_rep008_20260809_032658,cnpg,p2-full,8,1786242428,1786242438,1786242500,1786242522,cnpg_p2-full_rep008_20260809_032658.role.csv,cnpg_p2-full_rep008_20260809_032658.writer.csv,
cnpg_p2-full_rep009_20260809_032842,cnpg,p2-full,9,1786242532,1786242542,1786242604,1786242626,cnpg_p2-full_rep009_20260809_032842.role.csv,cnpg_p2-full_rep009_20260809_032842.writer.csv,
cnpg_p2-full_rep010_20260809_033026,cnpg,p2-full,10,1786242670,1786242680,1786242742,1786242765,cnpg_p2-full_rep010_20260809_033026.role.csv,cnpg_p2-full_rep010_20260809_033026.writer.csv,
cnpg_p2-full_rep011_20260809_033245,cnpg,p2-full,11,1786242775,1786242785,1786242847,1786242869,cnpg_p2-full_rep011_20260809_033245.role.csv,cnpg_p2-full_rep011_20260809_033245.writer.csv,
cnpg_p2-full_rep012_20260809_033429,cnpg,p2-full,12,1786242879,1786242889,1786242951,1786242974,cnpg_p2-full_rep012_20260809_033429.role.csv,cnpg_p2-full_rep012_20260809_033429.writer.csv,
cnpg_p2-full_rep013_20260809_033614,cnpg,p2-full,13,1786242984,1786242994,1786243056,1786243078,cnpg_p2-full_rep013_20260809_033614.role.csv,cnpg_p2-full_rep013_20260809_033614.writer.csv,
cnpg_p2-full_rep014_20260809_033758,cnpg,p2-full,14,1786243089,1786243099,1786243160,1786243183,cnpg_p2-full_rep014_20260809_033758.role.csv,cnpg_p2-full_rep014_20260809_033758.writer.csv,
cnpg_p2-full_rep015_20260809_033943,cnpg,p2-full,15,1786243227,1786243237,1786243299,1786243321,cnpg_p2-full_rep015_20260809_033943.role.csv,cnpg_p2-full_rep015_20260809_033943.writer.csv,
cnpg_p2-full_rep016_20260809_034201,cnpg,p2-full,16,1786243332,1786243342,1786243404,1786243426,cnpg_p2-full_rep016_20260809_034201.role.csv,cnpg_p2-full_rep016_20260809_034201.writer.csv,
cnpg_p2-full_rep017_20260809_034346,cnpg,p2-full,17,1786243436,1786243446,1786243508,1786243531,cnpg_p2-full_rep017_20260809_034346.role.csv,cnpg_p2-full_rep017_20260809_034346.writer.csv,
cnpg_p2-full_rep018_20260809_034531,cnpg,p2-full,18,1786243541,1786243551,1786243613,1786243635,cnpg_p2-full_rep018_20260809_034531.role.csv,cnpg_p2-full_rep018_20260809_034531.writer.csv,
cnpg_p2-full_rep019_20260809_034715,cnpg,p2-full,19,1786243646,1786243656,1786243718,1786243740,cnpg_p2-full_rep019_20260809_034715.role.csv,cnpg_p2-full_rep019_20260809_034715.writer.csv,
cnpg_p2-full_rep020_20260809_034900,cnpg,p2-full,20,1786243783,1786243793,1786243855,1786243877,cnpg_p2-full_rep020_20260809_034900.role.csv,cnpg_p2-full_rep020_20260809_034900.writer.csv,
cnpg_p2-full_rep021_20260809_035117,cnpg,p2-full,21,1786243887,1786243897,1786243959,1786243981,cnpg_p2-full_rep021_20260809_035117.role.csv,cnpg_p2-full_rep021_20260809_035117.writer.csv,
