run_id,system,scenario,rep,t_baseline_start_unix,t_inject_unix,t_heal_unix,t_run_end_unix,role_log,writer_log,notes
cnpg_p2_rep001_20260809_020010,cnpg,p2,1,1786237220,1786237230,1786237291,1786237313,cnpg_p2_rep001_20260809_020010.role.csv,cnpg_p2_rep001_20260809_020010.writer.csv,
cnpg_p2_rep002_20260809_020153,cnpg,p2,2,1786237324,1786237334,1786237396,1786237418,cnpg_p2_rep002_20260809_020153.role.csv,cnpg_p2_rep002_20260809_020153.writer.csv,
cnpg_p2_rep003_20260809_020338,cnpg,p2,3,1786237429,1786237439,1786237500,1786237523,cnpg_p2_rep003_20260809_020338.role.csv,cnpg_p2_rep003_20260809_020338.writer.csv,
cnpg_p2_rep004_20260809_020523,cnpg,p2,4,1786237534,1786237544,1786237605,1786237628,cnpg_p2_rep004_20260809_020523.role.csv,cnpg_p2_rep004_20260809_020523.writer.csv,
cnpg_p2_rep005_20260809_020708,cnpg,p2,5,1786237672,1786237682,1786237743,1786237766,cnpg_p2_rep005_20260809_020708.role.csv,cnpg_p2_rep005_20260809_020708.writer.csv,
cnpg_p2_rep006_20260809_020926,cnpg,p2,6,1786237776,1786237786,1786237848,1786237870,cnpg_p2_rep006_20260809_020926.role.csv,cnpg_p2_rep006_20260809_020926.writer.csv,
cnpg_p2_rep007_20260809_021110,cnpg,p2,7,1786237881,1786237891,1786237952,1786237974,cnpg_p2_rep007_20260809_021110.role.csv,cnpg_p2_rep007_20260809_021110.writer.csv,
cnpg_p2_rep008_20260809_021254,cnpg,p2,8,1786237985,1786237995,1786238056,1786238079,cnpg_p2_rep008_20260809_021254.role.csv,cnpg_p2_rep008_20260809_021254.writer.csv,
cnpg_p2_rep009_20260809_021439,cnpg,p2,9,1786238089,1786238099,1786238161,1786238183,cnpg_p2_rep009_20260809_021439.role.csv,cnpg_p2_rep009_20260809_021439.writer.csv,
cnpg_p2_rep010_20260809_021623,cnpg,p2,10,1786238227,1786238237,1786238299,1786238321,cnpg_p2_rep010_20260809_021623.role.csv,cnpg_p2_rep010_20260809_021623.writer.csv,
cnpg_p2_rep011_20260809_021841,cnpg,p2,11,1786238331,1786238341,1786238403,1786238425,cnpg_p2_rep011_20260809_021841.role.csv,cnpg_p2_rep011_20260809_021841.writer.csv,
cnpg_p2_rep012_20260809_022025,cnpg,p2,12,1786238435,1786238445,1786238506,1786238529,cnpg_p2_rep012_20260809_022025.role.csv,cnpg_p2_rep012_20260809_022025.writer.csv,
cnpg_p2_rep013_20260809_022209,cnpg,p2,13,1786238540,1786238550,1786238611,1786238634,cnpg_p2_rep013_20260809_022209.role.csv,cnpg_p2_rep013_20260809_022209.writer.csv,
cnpg_p2_rep014_20260809_022354,cnpg,p2,14,1786238645,1786238655,1786238716,1786238739,cnpg_p2_rep014_20260809_022354.role.csv,cnpg_p2_rep014_20260809_022354.writer.csv,
cnpg_p2_rep015_20260809_022539,cnpg,p2,15,1786238783,1786238793,1786238855,1786238877,cnpg_p2_rep015_20260809_022539.role.csv,cnpg_p2_rep015_20260809_022539.writer.csv,
cnpg_p2_rep016_20260809_022757,cnpg,p2,16,1786238888,1786238898,1786238959,1786238981,cnpg_p2_rep016_20260809_022757.role.csv,cnpg_p2_rep016_20260809_022757.writer.csv,
cnpg_p2_rep017_20260809_022942,cnpg,p2,17,1786238992,1786239002,1786239063,1786239086,cnpg_p2_rep017_20260809_022942.role.csv,cnpg_p2_rep017_20260809_022942.writer.csv,
cnpg_p2_rep018_20260809_023126,cnpg,p2,18,1786239096,1786239106,1786239167,1786239190,cnpg_p2_rep018_20260809_023126.role.csv,cnpg_p2_rep018_20260809_023126.writer.csv,
cnpg_p2_rep019_20260809_023310,cnpg,p2,19,1786239200,1786239210,1786239272,1786239295,cnpg_p2_rep019_20260809_023310.role.csv,cnpg_p2_rep019_20260809_023310.writer.csv,
cnpg_p2_rep020_20260809_023455,cnpg,p2,20,1786239338,1786239348,1786239410,1786239432,cnpg_p2_rep020_20260809_023455.role.csv,cnpg_p2_rep020_20260809_023455.writer.csv,
cnpg_p2_rep021_20260809_023712,cnpg,p2,21,1786239442,1786239452,1786239514,1786239536,cnpg_p2_rep021_20260809_023712.role.csv,cnpg_p2_rep021_20260809_023712.writer.csv,
cnpg_p2_rep022_20260809_023856,cnpg,p2,22,1786239547,1786239557,1786239618,1786239640,cnpg_p2_rep022_20260809_023856.role.csv,cnpg_p2_rep022_20260809_023856.writer.csv,
cnpg_p2_rep023_20260809_024041,cnpg,p2,23,1786239651,1786239661,1786239722,1786239745,cnpg_p2_rep023_20260809_024041.role.csv,cnpg_p2_rep023_20260809_024041.writer.csv,
cnpg_p2_rep024_20260809_024225,cnpg,p2,24,1786239755,1786239765,1786239826,1786239849,cnpg_p2_rep024_20260809_024225.role.csv,cnpg_p2_rep024_20260809_024225.writer.csv,
cnpg_p2_rep025_20260809_024409,cnpg,p2,25,1786239893,1786239903,1786239965,1786239987,cnpg_p2_rep025_20260809_024409.role.csv,cnpg_p2_rep025_20260809_024409.writer.csv,
cnpg_p2_rep026_20260809_024627,cnpg,p2,26,1786239997,1786240007,1786240069,1786240091,cnpg_p2_rep026_20260809_024627.role.csv,cnpg_p2_rep026_20260809_024627.writer.csv,
cnpg_p2_rep027_20260809_024811,cnpg,p2,27,1786240102,1786240112,1786240173,1786240196,cnpg_p2_rep027_20260809_024811.role.csv,cnpg_p2_rep027_20260809_024811.writer.csv,
cnpg_p2_rep028_20260809_024956,cnpg,p2,28,1786240206,1786240216,1786240277,1786240300,cnpg_p2_rep028_20260809_024956.role.csv,cnpg_p2_rep028_20260809_024956.writer.csv,
cnpg_p2_rep029_20260809_025140,cnpg,p2,29,1786240311,1786240321,1786240382,1786240405,cnpg_p2_rep029_20260809_025140.role.csv,cnpg_p2_rep029_20260809_025140.writer.csv,
cnpg_p2_rep030_20260809_025325,cnpg,p2,30,1786240448,1786240459,1786240520,1786240542,cnpg_p2_rep030_20260809_025325.role.csv,cnpg_p2_rep030_20260809_025325.writer.csv,
