run_id,system,scenario,rep,t_baseline_start_unix,t_inject_unix,t_heal_unix,t_run_end_unix,role_log,writer_log,notes
cnpg_p2_rep031_20260809_025542,cnpg,p2,31,1786240553,1786240563,1786240624,1786240646,cnpg_p2_rep031_20260809_025542.role.csv,cnpg_p2_rep031_20260809_025542.writer.csv,
cnpg_p2_rep032_20260809_025726,cnpg,p2,32,1786240656,1786240666,1786240728,1786240750,cnpg_p2_rep032_20260809_025726.role.csv,cnpg_p2_rep032_20260809_025726.writer.csv,
cnpg_p2_rep033_20260809_025910,cnpg,p2,33,1786240761,1786240771,1786240832,1786240854,cnpg_p2_rep033_20260809_025910.role.csv,cnpg_p2_rep033_20260809_025910.writer.csv,
cnpg_p2_rep034_20260809_030054,cnpg,p2,34,1786240865,1786240875,1786240936,1786240959,cnpg_p2_rep034_20260809_030054.role.csv,cnpg_p2_rep034_20260809_030054.writer.csv,
cnpg_p2_rep035_20260809_030239,cnpg,p2,35,1786241003,1786241013,1786241074,1786241096,cnpg_p2_rep035_20260809_030239.role.csv,cnpg_p2_rep035_20260809_030239.writer.csv,
cnpg_p2_rep036_20260809_030456,cnpg,p2,36,1786241107,1786241117,1786241178,1786241201,cnpg_p2_rep036_20260809_030456.role.csv,cnpg_p2_rep036_20260809_030456.writer.csv,
cnpg_p2_rep037_20260809_030641,cnpg,p2,37,1786241211,1786241221,1786241282,1786241305,cnpg_p2_rep037_20260809_030641.role.csv,cnpg_p2_rep037_20260809_030641.writer.csv,
cnpg_p2_rep038_20260809_030825,cnpg,p2,38,1786241315,1786241325,1786241387,1786241409,cnpg_p2_rep038_20260809_030825.role.csv,cnpg_p2_rep038_20260809_030825.writer.csv,
cnpg_p2_rep039_20260809_031009,cnpg,p2,39,1786241419,1786241429,1786241491,1786241513,cnpg_p2_rep039_20260809_031009.role.csv,cnpg_p2_rep039_20260809_031009.writer.csv,
cnpg_p2_rep040_20260809_031153,cnpg,p2,40,1786241558,1786241568,1786241629,1786241652,cnpg_p2_rep040_20260809_031153.role.csv,cnpg_p2_rep040_20260809_031153.writer.csv,
