run_id,system,scenario,rep,t_baseline_start_unix,t_inject_unix,t_heal_unix,t_run_end_unix,role_log,writer_log,notes
cnpg_p3_rep001_20260809_042825,cnpg,p3,1,1786246115,1786246125,1786246247,1786246269,cnpg_p3_rep001_20260809_042825.role.csv,cnpg_p3_rep001_20260809_042825.writer.csv,
cnpg_p3_rep002_20260809_043109,cnpg,p3,2,1786246279,1786246289,1786246411,1786246433,cnpg_p3_rep002_20260809_043109.role.csv,cnpg_p3_rep002_20260809_043109.writer.csv,
cnpg_p3_rep003_20260809_043353,cnpg,p3,3,1786246444,1786246454,1786246575,1786246597,cnpg_p3_rep003_20260809_043353.role.csv,cnpg_p3_rep003_20260809_043353.writer.csv,
cnpg_p3_rep004_20260809_043637,cnpg,p3,4,1786246608,1786246618,1786246740,1786246762,cnpg_p3_rep004_20260809_043637.role.csv,cnpg_p3_rep004_20260809_043637.writer.csv,
cnpg_p3_rep005_20260809_043922,cnpg,p3,5,1786246807,1786246817,1786246939,1786246961,cnpg_p3_rep005_20260809_043922.role.csv,cnpg_p3_rep005_20260809_043922.writer.csv,
cnpg_p3_rep006_20260809_044241,cnpg,p3,6,1786246971,1786246981,1786247103,1786247125,cnpg_p3_rep006_20260809_044241.role.csv,cnpg_p3_rep006_20260809_044241.writer.csv,
cnpg_p3_rep007_20260809_044525,cnpg,p3,7,1786247135,1786247145,1786247267,1786247290,cnpg_p3_rep007_20260809_044525.role.csv,cnpg_p3_rep007_20260809_044525.writer.csv,
cnpg_p3_rep008_20260809_044810,cnpg,p3,8,1786247300,1786247310,1786247431,1786247453,cnpg_p3_rep008_20260809_044810.role.csv,cnpg_p3_rep008_20260809_044810.writer.csv,
cnpg_p3_rep009_20260809_045053,cnpg,p3,9,1786247464,1786247474,1786247596,1786247618,cnpg_p3_rep009_20260809_045053.role.csv,cnpg_p3_rep009_20260809_045053.writer.csv,
cnpg_p3_rep010_20260809_045338,cnpg,p3,10,1786247663,1786247673,1786247795,1786247817,cnpg_p3_rep010_20260809_045338.role.csv,cnpg_p3_rep010_20260809_045338.writer.csv,
cnpg_p3_rep011_20260809_045657,cnpg,p3,11,1786247828,1786247838,1786247960,1786247982,cnpg_p3_rep011_20260809_045657.role.csv,cnpg_p3_rep011_20260809_045657.writer.csv,
cnpg_p3_rep012_20260809_045942,cnpg,p3,12,1786247992,1786248003,1786248124,1786248146,cnpg_p3_rep012_20260809_045942.role.csv,cnpg_p3_rep012_20260809_045942.writer.csv,
cnpg_p3_rep013_20260809_050226,cnpg,p3,13,1786248157,1786248167,1786248288,1786248311,cnpg_p3_rep013_20260809_050226.role.csv,cnpg_p3_rep013_20260809_050226.writer.csv,
cnpg_p3_rep014_20260809_050511,cnpg,p3,14,1786248321,1786248331,1786248452,1786248475,cnpg_p3_rep014_20260809_050511.role.csv,cnpg_p3_rep014_20260809_050511.writer.csv,
cnpg_p3_rep015_20260809_050755,cnpg,p3,15,1786248519,1786248529,1786248651,1786248673,cnpg_p3_rep015_20260809_050755.role.csv,cnpg_p3_rep015_20260809_050755.writer.csv,
cnpg_p3_rep016_20260809_051113,cnpg,p3,16,1786248684,1786248694,1786248816,1786248838,cnpg_p3_rep016_20260809_051113.role.csv,cnpg_p3_rep016_20260809_051113.writer.csv,
cnpg_p3_rep017_20260809_051358,cnpg,p3,17,1786248849,1786248859,1786248980,1786249003,cnpg_p3_rep017_20260809_051358.role.csv,cnpg_p3_rep017_20260809_051358.writer.csv,
cnpg_p3_rep018_20260809_051643,cnpg,p3,18,1786249013,1786249023,1786249145,1786249167,cnpg_p3_rep018_20260809_051643.role.csv,cnpg_p3_rep018_20260809_051643.writer.csv,
cnpg_p3_rep019_20260809_051927,cnpg,p3,19,1786249178,1786249188,1786249309,1786249331,cnpg_p3_rep019_20260809_051927.role.csv,cnpg_p3_rep019_20260809_051927.writer.csv,
cnpg_p3_rep020_20260809_052211,cnpg,p3,20,1786249375,1786249385,1786249507,1786249529,cnpg_p3_rep020_20260809_052211.role.csv,cnpg_p3_rep020_20260809_052211.writer.csv,
cnpg_p3_rep021_20260809_052529,cnpg,p3,21,1786249539,1786249549,1786249671,1786249693,cnpg_p3_rep021_20260809_052529.role.csv,cnpg_p3_rep021_20260809_052529.writer.csv,
cnpg_p3_rep022_20260809_052813,cnpg,p3,22,1786249703,1786249713,1786249835,1786249858,cnpg_p3_rep022_20260809_052813.role.csv,cnpg_p3_rep022_20260809_052813.writer.csv,
cnpg_p3_rep023_20260809_053058,cnpg,p3,23,1786249868,1786249878,1786250000,1786250023,cnpg_p3_rep023_20260809_053058.role.csv,cnpg_p3_rep023_20260809_053058.writer.csv,
